"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"Q9NYY8","FASTKD2",156701000,81805000,127981000,84181000,31891000,119803000,26020000,46927000,62106000,26643000,52035000,51344000,86361000,86536000,29344000,22939000,28950000,68708000
"Q9NZ01","TECR",1214610000,1138370000,1211040000,1331540000,1132970000,1207900000,1253880000,1173060000,1321030000,1206800000,1246790000,1188560000,1113520000,1188460000,1177940000,1139530000,1127240000,1054940000
"Q9NZ08","ERAP1",309578000,292698000,264882000,384820000,369860000,398460000,309230000,332880000,386760000,381180000,370600000,371570000,355060000,421590000,431280000,400600000,411990000,423160000
"Q9NZ32","ACTR10",5.99e+08,524540000,631660000,544990000,606280000,596980000,516400000,513010000,559980000,523540000,520680000,652760000,580710000,602300000,663420000,561440000,617890000,513210000
"Q9NZB2;Q5T035","FAM120A",2048970000,2165200000,2113300000,2033330000,2098380000,1916530000,2054220000,2124990000,1876780000,2183330000,2117020000,1805180000,2067580000,1883580000,1739910000,1775680000,1717110000,1926810000
"Q9NZC3","GDE1",48912000,23850000,NA,46441000,45326000,NA,72878000,70042000,52331000,77066000,46612000,21144000,49510000,NA,NA,23305000,21789000,45751000
"Q9NZD2","GLTP",583830000,514690000,515140000,447430000,507330000,492970000,351500000,304949000,323350000,283206000,268189000,244622000,215377000,186012000,201407000,203865000,106149000,168480000
"Q9NZI8","IGF2BP1",1451890000,1325420000,1517400000,1340350000,1269140000,1308850000,1058440000,972080000,1056530000,908020000,872660000,901220000,880110000,868440000,948040000,794870000,878320000,807960000
"Q9NZJ4","SACS",958470000,916720000,1023420000,1359580000,1212550000,1259560000,2092260000,2086680000,2094210000,2030920000,2156100000,2224920000,1771340000,1842940000,1882910000,1776450000,1601810000,1683280000
"Q9NZJ9","NUDT4",321496000,323360000,292264000,220313000,421850000,255346000,332301000,380340000,247098000,410120000,415280000,272417000,449720000,286150000,231580000,487370000,371506000,444710000
"Q9NZL4","HSPBP1",406180000,435490000,432620000,415440000,335146000,403270000,209990000,214294000,247857000,194005000,226284000,320257000,155221000,198146000,292028000,207744000,249986000,135164000
"Q9NZL9","MAT2B",1273130000,1254750000,1269910000,1361790000,1298590000,1421450000,1341800000,1325640000,1367630000,1154670000,1215830000,1276580000,1014220000,1146070000,1090980000,1016880000,1015710000,935460000
"Q9NZM1","MYOF",19274400000,18864600000,1.9033e+10,18157500000,18696900000,1.7487e+10,17739500000,17592500000,17223500000,17908700000,17627300000,16344100000,14788900000,1.4553e+10,14641200000,12577800000,12402400000,13092800000
"Q9NZN4","EHD2",6216300000,6245500000,5970100000,8143800000,8614800000,8057400000,6745500000,6905700000,7115100000,7445700000,7099700000,7355200000,6359700000,6252500000,6990300000,5750900000,5641800000,5612800000
"Q9NZN5","ARHGEF12",55911000,108397000,72074000,71317000,76490000,70904000,84168000,115714000,119106000,114729000,73226000,70310000,32909000,NA,NA,46525000,NA,32259000
"Q9NZN8","CNOT2",46709000,107758000,69213000,79184000,44207000,129063000,33615000,NA,NA,34224000,33174000,87181000,31526000,68204000,67711000,38006000,75074000,29164000
"Q9NZQ3","NCKIPSD",91349000,102523000,87096000,82071000,115386000,107767000,85818000,85873000,46704000,73805000,61596000,22289000,94013000,88754000,89507000,90585000,85296000,69255000
"Q9NZQ7","CD274",211121000,189069000,192423000,37677000,43574000,40232000,34649000,40984000,29368000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NZT2","OGFR",294966000,351032000,341740000,194734000,275743000,260845000,318577000,304588000,251922000,278932000,255040000,242953000,308580000,173508000,136003000,183896000,185997000,209667000
"Q9NZU5","LMCD1",710840000,590840000,665820000,751730000,979010000,845510000,1058040000,1090370000,852200000,931380000,1008780000,705600000,1162180000,1041630000,986050000,1380150000,1365290000,1609290000
"Q9NZW5","MPP6",57566000,67935000,40852000,29280000,82304000,64443000,125463000,112900000,114167000,149651000,167171000,136328000,153503000,169232000,135352000,46808000,96315000,91223000
"Q9NZZ3","CHMP5",575680000,701230000,679100000,655240000,649300000,642240000,704080000,581630000,623990000,631360000,642480000,585040000,597090000,582470000,604520000,654310000,635080000,609330000
"Q9P000","COMMD9",520740000,584190000,536260000,544200000,509620000,609810000,521460000,540490000,5.72e+08,580430000,485970000,579970000,450350000,524180000,512040000,504390000,549090000,507950000
"Q9P013","CWC15",306261000,281765000,284439000,304321000,270590000,333631000,320550000,322650000,334200000,271319000,256477000,309783000,136444000,247687000,235144000,204517000,242465000,184510000
"Q9P015","MRPL15",239020000,146846000,223267000,195626000,231384000,205408000,247443000,177411000,261649000,294618000,213833000,276140000,221845000,257521000,247098000,228755000,226129000,255605000
"Q9P016","THYN1",220166000,197153000,227555000,244732000,256907000,206985000,389360000,352030000,380320000,323280000,336027000,319041000,277507000,307072000,287236000,311671000,276478000,278186000
"Q9P032","NDUFAF4",12197000,17612000,NA,29196000,27150000,17468000,39052000,13607000,47156000,30068000,24165000,20521000,26432000,13409000,45249000,15344000,NA,48224000
"Q9P035","HACD3",1120100000,1135490000,1126390000,1169650000,948960000,1082100000,932460000,948370000,970350000,818780000,953720000,866860000,652540000,689570000,683980000,658370000,632420000,616810000
"Q9P0I2","EMC3",182361000,169603000,163866000,199214000,193843000,164246000,146167000,156189000,172887000,171569000,156449000,186640000,173145000,189764000,210887000,172974000,192390000,198498000
"Q9P0J0","NDUFA13",511640000,401940000,418650000,406740000,526950000,341750000,540650000,523860000,535350000,571350000,654030000,511150000,622730000,557540000,518110000,581750000,534600000,537670000
"Q9P0J1","PDP1",46189000,18390000,NA,17947000,20008000,35622000,31271000,87863000,22320000,86012000,89109000,45671000,91586000,77366000,70675000,97120000,78199000,56418000
"Q9P0J7","KCMF1",24480000,NA,27979000,56019000,92309000,50835000,NA,NA,69342000,28269000,11103000,47939000,NA,125301000,116886000,37157000,85578000,30455000
"Q9P0K7;Q9C0D0","RAI14",4210500000,3868900000,3976700000,4154300000,4406100000,4084200000,4071900000,4024200000,3894200000,3143300000,3102400000,3.016e+09,2486360000,2372430000,2371430000,2163800000,2115990000,2285340000
"Q9P0L0","VAPA",4103400000,4035200000,4191800000,4002700000,4319600000,3715400000,3942400000,4143500000,3676800000,4325900000,4109100000,3373500000,5015800000,4512600000,4094200000,5262900000,4.585e+09,5163600000
"Q9P0M6","H2AFY2",176209000,168025000,165324000,176170000,139204000,165911000,283848000,330720000,276963000,328391000,294206000,284154000,335176000,266628000,259841000,268005000,306103000,275309000
"Q9P0M9","MRPL27",167239000,214937000,101548000,151670000,167582000,147137000,178568000,200676000,229199000,201449000,199049000,128037000,165906000,125927000,177654000,172742000,178804000,157593000
"Q9P0P0","RNF181",335967000,331910000,312470000,312862000,398440000,310040000,92802000,135803000,173307000,232307000,191693000,230105000,241319000,261696000,219259000,176024000,214548000,241174000
"Q9P0U4","CXXC1",NA,15336900,NA,12175400,NA,6477400,23906700,9070900,NA,8559500,8847100,12406000,NA,NA,6323300,NA,NA,NA
"Q9P0V3","SH3BP4",200294000,256236000,233942000,178790000,185258000,188826000,NA,32229000,67837000,40781000,NA,NA,NA,NA,NA,NA,NA,NA
"Q9P0V9","SEPT10",500010000,578230000,507540000,4.96e+08,602240000,472160000,561730000,583060000,538800000,516490000,524810000,439150000,461920000,408640000,454650000,461800000,403780000,456880000
"Q9P121","NTM",84741000,163466000,158451000,185395000,147506000,194466000,223822000,186840000,207594000,210394000,242374000,200655000,191392000,184061000,216878000,263175000,203871000,248043000
"Q9P1F3","ABRACL",548710000,541740000,690750000,755670000,610320000,545510000,560630000,362190000,691530000,316120000,480590000,636250000,245170000,4.74e+08,576290000,478420000,479160000,264240000
"Q9P1Z2","CALCOCO1",92224000,77116000,50722000,NA,54630000,77791000,27765000,66994000,27134000,69037000,65492000,86875000,49118000,87807000,48275000,141135000,131118000,186454000
"Q9P227","ARHGAP23",NA,NA,NA,72988000,52306000,NA,NA,NA,NA,46561000,NA,NA,57006000,148596000,NA,72145000,85540000,128545000
"Q9P246","STIM2",98687000,82208000,17549000,83055000,105501000,78911000,79405000,98817000,65407000,105341000,96082000,48649000,165240000,120050000,125681000,137788000,113818000,127037000
"Q9P253","VPS18",109220000,64802000,92877000,95510000,117236000,59451000,74800000,27897000,60615000,32744000,102332000,104524000,35972000,57869000,56983000,70526000,67030000,106476000
"Q9P258","RCC2",1072770000,995370000,1043430000,918250000,1105300000,1022590000,970760000,895090000,936240000,784760000,760640000,805020000,655150000,555330000,544780000,538490000,509580000,605390000
"Q9P260","KIAA1468",370450000,365190000,380780000,404410000,362610000,380070000,426670000,333920000,348720000,354080000,356890000,343790000,349780000,334060000,322295000,340750000,348238000,296716000
"Q9P265","DIP2B",115181000,104804000,203532000,163433000,118222000,170153000,275203000,246984000,254527000,280781000,274690000,325354000,303073000,284982000,314705000,310740000,352850000,322800000
"Q9P270","SLAIN2",306039000,299981000,202528000,146307000,296027000,229443000,117547000,92392000,73821000,276901000,238870000,164491000,224935000,200642000,197086000,134210000,140223000,151160000
"Q9P287","BCCIP",254274000,212974000,272029000,276287000,292178000,224236000,267091000,280829000,296795000,292632000,308800000,264118000,322700000,368400000,280327000,271501000,230844000,226351000
"Q9P291","ARMCX1",257004000,198628000,256527000,276982000,265303000,264243000,297999000,338330000,322982000,319066000,297403000,280066000,272790000,285745000,285908000,312327000,266296000,261824000
"Q9P299","COPZ2",315079000,252775000,227182000,226476000,266307000,144883000,212578000,244756000,209529000,200264000,209748000,83890000,194207000,175178000,122809000,186284000,183934000,215398000
"Q9P2B2","PTGFRN",NA,NA,NA,NA,NA,NA,148438000,164649000,165099000,NA,129437000,69632000,NA,55347000,NA,NA,NA,NA
"Q9P2B4","CTTNBP2NL",397830000,407660000,361330000,318344000,379070000,339310000,210561000,202035000,185962000,150595000,155408000,124032000,98532000,75683000,76898000,86517000,112975000,97274000
"Q9P2E3","ZNFX1",114138000,60653000,37488000,79164000,89526000,34496000,39382000,44666000,NA,NA,42683000,51243000,37963000,NA,NA,35706000,NA,NA
"Q9P2E9","RRBP1",20012700000,19075800000,19586800000,19070800000,2.0015e+10,16826900000,1.5082e+10,14849800000,13746800000,11322600000,11181200000,8687400000,9379800000,8597500000,7745700000,8331300000,7742800000,9251700000
"Q9P2I0","CPSF2",NA,118457000,193537000,61160000,61222000,126824000,51649000,NA,NA,NA,117790000,207108000,NA,NA,NA,NA,NA,34147000
"Q9P2J5","LARS",5187800000,5048400000,4939700000,5907900000,5926500000,5622500000,5455400000,5.512e+09,5784500000,6034600000,5938600000,6086500000,6998500000,6833700000,7040300000,7458600000,7417500000,7328500000
"Q9P2K5","MYEF2",NA,NA,NA,22043000,21624000,22038000,48908000,50913000,47413000,NA,25962000,73785000,92286000,51780000,94021000,65995000,59241000,100198000
"Q9P2K8","EIF2AK4",634410000,641150000,603310000,549500000,604270000,497280000,444180000,414890000,418330000,341030000,315517000,303929000,261476000,236807000,218337000,196469000,201566000,213128000
"Q9P2Q2","FRMD4A",116465000,94247000,133053000,106758000,101553000,60416000,98981000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9P2R3","ANKFY1",738890000,828510000,842710000,849670000,744180000,912770000,796580000,850670000,875690000,726070000,882040000,913570000,673210000,745700000,791420000,676180000,735180000,713740000
"Q9P2R7","SUCLA2",568730000,570480000,517850000,522020000,511450000,473350000,798900000,813960000,763960000,901260000,857870000,803730000,878960000,828170000,826350000,907420000,832430000,963310000
"Q9P2T1","GMPR2",411225000,324163000,308747000,342567000,404120000,313520000,371290000,377150000,394510000,365658000,350022000,288645000,359261000,312491000,295633000,329135000,287013000,352148000
"Q9P2W9","STX18",108023000,112341000,93717000,114055000,124560000,117933000,60771000,107637000,82353000,85567000,120703000,106880000,111818000,84303000,94848000,114180000,107838000,102362000
"Q9P2X0","DPM3",158216000,170371000,171945000,221225000,156742000,219673000,124573000,103377000,187875000,126724000,191771000,176830000,113175000,189793000,189324000,111990000,181099000,118922000
"Q9P2X3","IMPACT",72324000,40087000,33120000,44946000,35311000,NA,105216000,37628000,78961000,NA,NA,113168000,NA,NA,NA,NA,NA,NA
"Q9UBB4","ATXN10",2786810000,3051950000,3111200000,2942430000,2800410000,2875820000,2193690000,2414150000,2302820000,2248360000,2358740000,2189740000,2284400000,2064340000,2070920000,2153710000,1977080000,2117350000
"Q9UBB5","MBD2",81605000,44150000,NA,48940000,NA,43461000,44806000,87287000,43113000,NA,37315000,79928000,105591000,NA,37541000,64151000,98471000,34145000
"Q9UBB6","NCDN",341100000,384960000,393790000,389920000,393390000,368020000,416160000,414240000,401620000,495390000,482670000,463030000,474670000,462320000,463150000,449220000,423750000,455540000
"Q9UBC2","EPS15L1",1308590000,1218440000,1314310000,1232270000,1211340000,1146060000,1238870000,1205160000,1048880000,1135270000,1131120000,985680000,985800000,909890000,923460000,917600000,838060000,985600000
"Q9UBE0","SAE1",1199910000,933560000,922440000,934560000,1037170000,815760000,1016680000,773640000,928950000,909910000,901670000,711320000,922690000,582360000,562520000,612510000,456280000,626660000
"Q9UBF2","COPG2",841290000,899620000,847690000,1012980000,911580000,1026870000,918700000,868890000,976500000,1009860000,979920000,1203020000,1039070000,1041420000,1187970000,1060940000,1145230000,1001490000
"Q9UBF9","MYOT",NA,NA,NA,NA,NA,NA,NA,NA,NA,39493000,NA,NA,266880000,216002000,205251000,324612000,266842000,333620000
"Q9UBG0","MRC2",1374130000,1360160000,1335010000,1822720000,2057390000,2000130000,1901790000,1917290000,1991440000,1542710000,1522310000,1737480000,1132880000,1251240000,1152690000,1473170000,1356770000,1301120000
"Q9UBH6","XPR1",19447700,13753800,10108000,22831700,29738800,6028400,10922600,7052600,11378000,14744600,14003300,10393600,10526500,11001200,9544900,4383000,NA,10984500
"Q9UBI1","COMMD3",382170000,421580000,383640000,417220000,453080000,460010000,481490000,510810000,449530000,442270000,484660000,430100000,425170000,433240000,426960000,374540000,435460000,411250000
"Q9UBI6","GNG12",2186740000,1803920000,1590750000,1473110000,2192420000,1355210000,2268720000,2285310000,2057470000,2088070000,1744110000,1407190000,1315100000,1239450000,1128200000,1168400000,992620000,1318560000
"Q9UBK9","UXT",36504000,115366000,39836000,NA,75874000,72597000,78999000,27716000,41905000,34285000,29801000,NA,64837000,35412000,NA,41209000,NA,28513000
"Q9UBL0","ARPP21",NA,NA,NA,NA,NA,25131000,66800000,56898000,75269000,298891000,312998000,286154000,768790000,846900000,835660000,794040000,9.54e+08,947950000
"Q9UBL3","ASH2L",137245000,115556000,122163000,107210000,115789000,104909000,114908000,114847000,115384000,117645000,81054000,99028000,92038000,93599000,44676000,22247000,55589000,13365000
"Q9UBM7","DHCR7",106682000,139141000,132386000,184904000,126478000,149242000,126103000,94427000,134208000,126610000,149309000,128623000,214494000,240684000,261894000,321223000,332540000,339790000
"Q9UBN7","HDAC6",106054000,88098000,55470000,118545000,71023000,120827000,109387000,111903000,125296000,102699000,101956000,123024000,89308000,127345000,117141000,108811000,158392000,154817000
"Q9UBP6","METTL1",70463000,121151000,121792000,112014000,118204000,108419000,43855000,113525000,99462000,107493000,75205700,65445000,36779000,78561000,77259000,NA,NA,NA
"Q9UBQ0","VPS29",2023850000,2026250000,1892780000,1592930000,1.792e+09,1421910000,1796540000,1758110000,1674120000,1680510000,1722210000,1496840000,1674440000,1284170000,1362870000,1570270000,1277870000,1587760000
"Q9UBQ5","EIF3K",2304770000,2329720000,2130980000,1895200000,2326780000,1886190000,1935150000,1.942e+09,1908340000,2230110000,2121180000,1809800000,2125990000,2036540000,2138920000,1956740000,2055440000,2119850000
"Q9UBQ7","GRHPR",2876120000,2505330000,2758940000,2864910000,3217500000,2974280000,3329200000,3672400000,3418300000,4258400000,3904100000,3751200000,4632200000,4268400000,4392600000,4695100000,4553400000,4742600000
"Q9UBR2","CTSZ",569790000,538280000,524060000,531220000,643220000,581450000,945300000,872210000,799850000,795880000,799640000,614110000,737450000,564080000,548890000,493370000,487150000,620920000
"Q9UBS4","DNAJB11",2134280000,2136920000,2040610000,1949570000,2311050000,2071510000,2222810000,2172500000,1905590000,2349230000,2388400000,2352090000,2926030000,2665570000,2515960000,2707710000,2703720000,2575100000
"Q9UBS8","RNF14",209571000,215608000,218510000,201839000,212153000,182396000,217872000,212306000,192450000,265552000,226505000,163592000,189833000,195654000,153600000,212282000,157767000,215680000
"Q9UBT2","UBA2",1768330000,1636610000,1638990000,1697060000,1752220000,1583130000,1769440000,1788440000,1839220000,1757950000,1751890000,1744400000,1501770000,1497870000,1428300000,1178740000,1172510000,1302090000
"Q9UBU8","MORF4L1",127388000,NA,NA,40851000,124105000,128876000,83982000,42460000,85444000,89869000,NA,111705000,NA,87573000,32023000,NA,71329000,NA
"Q9UBU9","NXF1",586510000,671130000,667170000,704660000,670250000,783300000,718860000,669210000,693590000,624480000,627150000,787920000,568230000,555760000,656910000,559680000,526270000,494760000
"Q9UBV2","SEL1L",159051000,132852000,121968000,130986000,196120000,132015000,157617000,158392000,96982000,212145000,171804000,157376000,289131000,194221000,171313000,203110000,192981000,255666000
"Q9UBV8","PEF1",391010000,248480000,399370000,360950000,393070000,377900000,352964000,408200000,369580000,427310000,387907000,357890000,374340000,366830000,403660000,395520000,380790000,352843000
"Q9UBW8","COPS7A",1017880000,887710000,898700000,763890000,888120000,710440000,775830000,959820000,776270000,995800000,922870000,758510000,1053730000,789200000,768510000,838130000,792580000,948450000
"Q9UBX3","SLC25A10",233824000,212234000,243074000,234085000,263942000,236191000,298821000,293730000,300686000,323009000,281776000,286159000,251256000,254425000,254397000,221813000,213215000,229034000
"Q9UBY9","HSPB7",19310000,36865000,34409000,101224000,58984000,83648000,137138000,114628000,135372000,122939000,104965000,83032000,335760000,215833000,192540000,545050000,484360000,664130000
"Q9UDR5","AASS",NA,NA,NA,NA,NA,NA,29832000,29124000,30522000,55091000,68047000,115905000,76798000,NA,119138000,107719000,101661000,74543000
"Q9UDT6","CLIP2",123346000,122010000,113952000,105640000,89959000,103383000,90822000,85671000,81486000,42706000,78935000,47715000,49734000,36799000,NA,NA,12067000,40256000
"Q9UDW1","UQCR10",236120000,382060000,331865000,360480000,422740000,360850000,474410000,468890000,495010000,530060000,655660000,600780000,566760000,516250000,561050000,547910000,513980000,557960000
"Q9UDY2","TJP2",539780000,502520000,498260000,468850000,441050000,399320000,493610000,460220000,424460000,445020000,516250000,362810000,348170000,352830000,326890000,228704000,240355000,266364000
"Q9UDY4","DNAJB4",8463900000,7991400000,7741400000,9081100000,9614100000,8608400000,4517500000,4741200000,4.611e+09,3876200000,3448200000,3059280000,3327700000,2788090000,2859170000,2649150000,2387450000,2754610000
"Q9UEE9","CFDP1",55972000,NA,54822000,143793000,64514000,52022000,NA,NA,NA,NA,NA,110213000,116554000,50353000,143687000,NA,NA,110356000
"Q9UER7","DAXX",94049000,82762000,77890000,94751000,79125000,82302000,103289000,101699000,82141000,86913000,70912000,72836000,23841000,18008000,46446000,36137000,61332000,22195000
"Q9UEU0","VTI1B",103934000,116200000,125801000,117057000,93102000,102112000,47960000,28799000,62512000,72425000,79298000,68774000,71701000,87936000,38877000,86209000,68213000,50655000
"Q9UEW8","STK39",695260000,685330000,760590000,596520000,495320000,620450000,562660000,599230000,597560000,722090000,747990000,785530000,729900000,692190000,831180000,686060000,699880000,731350000
"Q9UEY8","ADD3",485140000,455510000,443830000,492920000,646850000,526410000,589180000,596970000,681530000,532700000,494460000,512190000,420870000,402960000,412700000,390720000,428720000,376580000
"Q9UFB7;Q9Y2D9","ZBTB47;ZNF652",4856000,NA,4404300,7980200,14074800,NA,11066700,11867500,9427900,19850600,14892500,NA,11330400,11820900,3324400,5678800,13760900,19205500
"Q9UFC0","LRWD1",8529800,NA,8871800,8024400,NA,NA,16929500,17002800,NA,NA,10136000,16001900,NA,8789700,3715900,NA,11118400,NA
"Q9UFG5","C19orf25",141447000,184779000,185106000,180402000,155094000,178696000,170920000,137981000,162830000,47307000,164696000,185081000,138425000,186414000,169230000,173988000,202733000,148027000
"Q9UFN0","NIPSNAP3A",434990000,392710000,369280000,465020000,569590000,340680000,617940000,685380000,705930000,824040000,799670000,720290000,789830000,688590000,769190000,828680000,774210000,732520000
