"Protein.IDs","Gene.names","LFQ.intensity_Day-1_Rep1","LFQ.intensity_Day-1_Rep2","LFQ.intensity_Day-1_Rep3","LFQ.intensity_Day0_Rep1","LFQ.intensity_Day0_Rep2","LFQ.intensity_Day0_Rep3","LFQ.intensity_Day1_Rep1","LFQ.intensity_Day1_Rep2","LFQ.intensity_Day1_Rep3","LFQ.intensity_Day2_Rep1","LFQ.intensity_Day2_Rep2","LFQ.intensity_Day2_Rep3","LFQ.intensity_Day3_Rep1","LFQ.intensity_Day3_Rep2","LFQ.intensity_Day3_Rep3","LFQ.intensity_Day4_Rep1","LFQ.intensity_Day4_Rep2","LFQ.intensity_Day4_Rep3"
"P31930","UQCRC1",2494430000,2477650000,2499270000,2198370000,2291690000,2140720000,2842480000,2727950000,2768740000,3163800000,3.268e+09,3232500000,3285820000,3072560000,3014380000,2971720000,2927830000,3105080000
"P31937","HIBADH",1250080000,997920000,987360000,1200520000,1516220000,1437680000,2.019e+09,1788230000,1.773e+09,1958320000,1918130000,1871880000,1770530000,1784760000,1740070000,1743340000,1690430000,1618330000
"P31939","ATIC",11516500000,1.0956e+10,10719900000,10769700000,11896400000,10461400000,1.055e+10,10597700000,10426600000,10620200000,10484700000,9509500000,9997900000,10102200000,9711900000,9392800000,9276700000,9292600000
"P31942","HNRNPH3",3190100000,2839760000,2.955e+09,3020990000,3725400000,2886510000,4.056e+09,3896300000,3.748e+09,3424900000,3509500000,2836460000,3238600000,2808410000,2547400000,2722730000,2848780000,2923030000
"P31943","HNRNPH1",1.2233e+10,12448700000,12601500000,12291400000,12964200000,11101700000,14301200000,15231600000,1.3894e+10,13244400000,12728900000,1.1985e+10,11020900000,11043800000,10363600000,9181700000,8729100000,9119700000
"P31946","YWHAB",1980380000,1450630000,1614690000,1562990000,1677330000,1386870000,1774690000,2044420000,1418310000,1848780000,1866080000,1273070000,1626530000,1195610000,1139220000,1314630000,1276060000,1584510000
"P31948","STIP1",13766900000,13991400000,15260300000,13853500000,15069200000,13317500000,13704800000,13161100000,11731400000,14894100000,14056400000,11820900000,15876300000,14615300000,14096100000,16246900000,14214900000,16146800000
"P31949","S100A11",4433500000,3783500000,4216500000,3726400000,3592900000,4039800000,4.664e+09,3223850000,4313900000,2832300000,3321910000,3420500000,3086680000,2953530000,2894700000,3971600000,3866200000,3257900000
"P32119","PRDX2",1380100000,1442950000,1476760000,1607070000,1415770000,1621980000,1978680000,1854080000,2001070000,2357730000,2276870000,2592600000,2088870000,2257310000,2307760000,1995950000,1.941e+09,1.835e+09
"P32321","DCTD",538490000,531720000,505290000,505130000,608370000,458750000,510800000,546400000,448330000,386071000,493290000,435510000,376740000,344935000,354496000,327070000,358030000,319370000
"P32322","PYCR1",822710000,683530000,674080000,697520000,679750000,670060000,537250000,485030000,537340000,680720000,627080000,569870000,1.294e+09,1152040000,1095410000,1523080000,1410120000,1594660000
"P32455","GBP1",1547560000,1623160000,1651670000,1959030000,1997240000,1676920000,1962340000,1988580000,1919550000,2016220000,2109890000,1693770000,1963580000,1852820000,1706370000,1789410000,1697880000,1970880000
"P32456","GBP2",44233000,NA,NA,28441000,NA,30553000,59234000,83964000,118250000,NA,144844000,161649000,49979000,162316000,173807000,170751000,97915000,43229000
"P32856","STX2",100405000,29084000,92661000,106811000,125521000,93800000,98887000,100276000,98622000,95825000,85702000,89732000,85701000,NA,NA,52993000,28711000,81822000
"P32969","RPL9",3241160000,4006800000,3373300000,4.325e+09,4477900000,3977800000,3601200000,3305330000,3.378e+09,3777200000,3909300000,3311600000,4185500000,3866200000,3859800000,3.625e+09,3484600000,3510500000
"P33121;Q9ULC5","ACSL1",317455000,269191000,259799000,595930000,596870000,588960000,793390000,816380000,821230000,746910000,706420000,754940000,824500000,866030000,865120000,1030500000,1072690000,990530000
"P33176","KIF5B",9954200000,8.546e+09,8842700000,8.498e+09,9.15e+09,7860200000,8639300000,8.817e+09,8137300000,11737200000,11284900000,9574600000,14284300000,13291100000,12271400000,14604800000,13298300000,15650600000
"P33240","CSTF2",539250000,508590000,525870000,429650000,541600000,445650000,573180000,518220000,483680000,506430000,458740000,437250000,437190000,310028000,333104000,372650000,430440000,400170000
"P33241","LSP1",NA,30593000,NA,159807000,140583000,77079000,NA,169017000,40016000,85241000,56879000,107688000,156033000,147632000,132230000,71806000,141322000,NA
"P33316","DUT",1905630000,1846120000,2064370000,1634530000,1621850000,1581300000,1096080000,968520000,977260000,587250000,577140000,704290000,434320000,423300000,464540000,575760000,411041000,418560000
"P33897","ABCD1",75297000,61758000,NA,106682000,29676000,24823000,156321000,108370000,184243000,263206000,246046000,178848000,344606000,307254000,266065000,466320000,416480000,393150000
"P33981","TTK",108671000,91487000,101830000,78464000,72454000,80036000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P33991","MCM4",3805100000,3603700000,3683900000,3621500000,3773800000,3372100000,2166630000,1951650000,2152940000,1221810000,1102740000,1206700000,624010000,545070000,560810000,130599000,219902000,222022000
"P33992","MCM5",3456100000,3479900000,3272200000,2878930000,3252390000,2536240000,1853390000,1740330000,1766180000,1022120000,1050950000,967080000,474040000,429530000,470390000,124457000,77226000,188143000
"P33993","MCM7",4314600000,3708200000,3586400000,3391500000,3943900000,3492400000,2158770000,2153250000,2241580000,1359530000,1237820000,1156170000,730540000,590770000,609740000,370171000,339510000,379909000
"P34059","GALNS",81022000,NA,34966000,28251000,120628000,120466000,NA,109071000,155107000,170447000,175449000,152700000,173267000,196323000,178477000,132101000,210315000,181518000
"P34741","SDC2",NA,NA,NA,NA,NA,NA,31339000,27863000,36444000,17938000,22719000,61862000,53241000,93616000,102241000,70128000,113059000,97586000
"P34897","SHMT2",4111500000,4284200000,4270500000,4275200000,4012400000,4.368e+09,4389200000,4353600000,4599700000,4239900000,4238400000,4394200000,4173300000,4578200000,4610900000,4533700000,4943700000,4313300000
"P34932","HSPA4",10394600000,10210200000,1.0258e+10,10564100000,10709600000,10824900000,10382800000,10318400000,10297800000,11607700000,11281100000,11189800000,11374500000,1.1039e+10,11374600000,11421400000,11206800000,11799800000
"P34949","MPI",373190000,379290000,288721000,543920000,574450000,512820000,587110000,653730000,671890000,980680000,903230000,989410000,1331850000,1244200000,1326830000,1459010000,1474350000,1541550000
"P35052","GPC1",1921400000,1976080000,2119770000,2157400000,1856290000,1955440000,3870600000,3.736e+09,3585700000,4260900000,4356600000,3930500000,4565500000,4403600000,4.374e+09,4488700000,3.757e+09,4607800000
"P35080","PFN2",1509120000,1508310000,1549560000,1237750000,1566300000,1322300000,1512930000,1714780000,1508460000,1658760000,1517790000,1365330000,1665760000,1339930000,1369380000,1634330000,1416360000,1654140000
"P35221","CTNNA1",8838300000,8495300000,8850600000,9657100000,10001200000,9342100000,9390500000,9505600000,9339100000,1.0506e+10,10170500000,10086800000,9425600000,9634200000,9629600000,8453500000,8185100000,8353400000
"P35222","CTNNB1",3550200000,3782600000,3843400000,4535700000,4196700000,4.313e+09,4740200000,4680100000,4754100000,4808100000,4660900000,4539400000,3767200000,4015200000,3871900000,3385700000,3518200000,3.487e+09
"P35232","PHB",7410500000,8116800000,7917700000,6338100000,6424600000,6412400000,8972300000,8564400000,8326100000,8708100000,9113700000,8509900000,8951400000,8524700000,8421900000,8150300000,8395600000,8592900000
"P35237","SERPINB6",3694200000,3607400000,3398500000,3931300000,4493500000,3824700000,3899800000,4.054e+09,4179400000,4063400000,3968200000,4201800000,3934800000,4045900000,4302600000,4852200000,4980600000,4903700000
"P35240","NF2",137378000,105808000,121762000,40814000,71167000,109174000,63204000,55220000,111274000,NA,72861000,72856000,NA,59905000,NA,NA,26986000,17221000
"P35241","RDX",3680100000,3287400000,3029570000,3275400000,3367100000,3588700000,3387700000,3281700000,3.422e+09,2994920000,2826900000,2736500000,2463930000,2442120000,2344980000,2262760000,2071070000,2316450000
"P35244","RPA3",281154000,224790000,269564000,249697000,205050000,196649000,199184000,337370000,NA,228786000,237140000,333314000,204950000,243119000,328520000,173788000,87821000,268652000
"P35249","RFC4",631170000,583340000,708940000,560640000,544150000,542170000,436400000,430810000,404900000,327850000,319948000,231685000,228606000,216452000,210516000,140483000,135667000,154121000
"P35250","RFC2",363270000,288831000,328020000,277480000,269065000,234360000,233048000,194431000,244451000,203679000,149218000,142751000,128775000,117909000,43328000,28475000,52113000,96375000
"P35251","RFC1",91609000,97100000,88300000,72665000,83092000,92277000,43423000,64790000,74132000,54537000,55432000,68214000,40421000,NA,43374000,28995000,NA,37832000
"P35268","RPL22",2667900000,2719500000,3856900000,4232800000,5377700000,4170100000,3378200000,2974670000,3350860000,3691400000,3666900000,3046950000,3851700000,3779500000,3160130000,3.444e+09,3160700000,3193800000
"P35269","GTF2F1",389940000,320134000,347620000,352610000,243287000,3.62e+08,165599000,306140000,280682000,205345000,238685000,283790000,107043000,202982000,231426000,119778000,61344000,153832000
"P35270","SPR",59805000,25733000,44504000,66881000,80041000,90292000,101446000,50521000,103765000,51171000,49993000,87264000,19447000,93907000,74678000,71163000,103165000,69325000
"P35555","FBN1",32347000,130184000,154089000,241213000,250721000,279798000,133729000,106440000,42434000,19989000,46699000,NA,NA,61597000,78468000,49229000,30748000,42361000
"P35573","AGL",99162000,21797000,70409000,95373000,141303000,30184000,82482000,110556000,78470000,197749000,191101000,235275000,436660000,437720000,477854000,810090000,679450000,660570000
"P35579","MYH9",1.28792e+11,1.28194e+11,1.30592e+11,1.34385e+11,1.35535e+11,1.24578e+11,1.47111e+11,1.42704e+11,1.38858e+11,1.3575e+11,1.3382e+11,1.16702e+11,1.22806e+11,1.1478e+11,1.13865e+11,1.23968e+11,1.19351e+11,1.33671e+11
"P35580","MYH10",2629460000,2276340000,2362070000,2427700000,2667260000,2337370000,2995590000,3044640000,2890480000,2749600000,2713120000,2726070000,2248230000,2192230000,2211730000,2123050000,1910350000,2167190000
"P35606","COPB2",5253200000,4.986e+09,4812100000,5823900000,5724500000,5.896e+09,3976300000,4088400000,4310500000,4222300000,4389600000,4816300000,4025900000,4110700000,4.244e+09,3982700000,4272400000,3.868e+09
"P35609","ACTN2",NA,137353000,108716000,NA,NA,NA,227046000,100454000,59307000,192560000,144802000,312497000,1381380000,1483040000,2058330000,2590580000,2271130000,2184930000
"P35610","SOAT1",410242000,404690000,453070000,219434000,252461000,150422000,183800000,175539000,183525000,NA,89063000,65021000,NA,NA,NA,NA,NA,32631000
"P35611","ADD1",1251670000,1146570000,1058170000,1162990000,1234020000,963280000,1307310000,1222400000,1220110000,1144850000,1121950000,966720000,887200000,845080000,867730000,1000270000,942160000,1015190000
"P35613","BSG",5321400000,4751500000,5464600000,6254700000,7503100000,5883100000,6359700000,6751500000,6015200000,5498300000,5075700000,4153700000,4153100000,3530700000,3440700000,3632400000,3165100000,3626400000
"P35637","FUS",3287560000,3417400000,3466100000,3639500000,3322200000,3639200000,3399400000,3058930000,3742700000,3091160000,2795620000,2826450000,2246440000,2756540000,2454030000,2120360000,2540970000,2022540000
"P35658","NUP214",748550000,681260000,679270000,716250000,684160000,782450000,937380000,871060000,880820000,832030000,884260000,829270000,775820000,819390000,771260000,674730000,710750000,738720000
"P35659","DEK",3022680000,3139900000,3163400000,3.443e+09,3575100000,2718700000,3996400000,3788700000,3596800000,3.383e+09,3.365e+09,2842840000,3128260000,2764500000,2691170000,2492300000,2234150000,2506970000
"P35754","GLRX",1622980000,1595960000,1813960000,1734650000,1797390000,1634870000,1883470000,1967360000,1797890000,1975090000,1881800000,1886640000,2270790000,1772200000,2152400000,2181330000,1801550000,2153140000
"P35813","PPM1A",225043000,233916000,260692000,227510000,258254000,185557000,249221000,298991000,258780000,297162000,247648000,222508000,265893000,225804000,159917000,295253000,277757000,312350000
"P35914;Q8TB92","HMGCL",243715000,240908000,255255000,265599000,301875000,237608000,390600000,329779000,351540000,432570000,397760000,468600000,377840000,305232000,338150000,338581000,286997000,319459000
"P35998","PSMC2",6643800000,6305900000,6436300000,5958700000,6.262e+09,5855100000,5834400000,5640900000,5458600000,6150500000,6083300000,5547300000,6254600000,5962200000,5991900000,6022600000,5761100000,6424200000
"P36269","GGT5",180051000,197404000,159755000,192449000,249200000,228743000,357200000,333610000,341470000,340670000,339600000,251205000,370800000,319271000,265947000,272028000,243057000,272342000
"P36404","ARL2",64919000,37661000,93118000,139758000,NA,125984000,137851000,42597000,56602000,88103000,136445000,122342000,99433000,110115000,126939000,135630000,124792000,153998000
"P36405","ARL3",1.433e+09,1419700000,1593460000,1543340000,1372640000,1506910000,1735780000,1757510000,1677470000,1558900000,1636720000,1743610000,1237020000,1445950000,1624120000,1552960000,1535560000,1470390000
"P36406","TRIM23",NA,36181000,NA,NA,36958000,75467000,33124000,NA,NA,32926000,NA,169678000,95024000,38293000,94277000,111157000,41629000,NA
"P36507","MAP2K2",2137780000,1931600000,1966590000,2057090000,2163530000,2305310000,1934350000,1808830000,1923890000,1842680000,1835640000,1850220000,1737130000,1934840000,2057580000,1743410000,1744910000,1727130000
"P36542","ATP5C1",3051980000,2528610000,2540010000,2437390000,2929280000,2064680000,3231770000,3413300000,3216400000,4022900000,3.896e+09,3031940000,4064700000,2807080000,2756130000,4030300000,3883700000,4171500000
"P36543","ATP6V1E1",1034950000,1071140000,991220000,1001470000,1059790000,1016590000,1008470000,1018660000,909890000,1038970000,1038960000,868600000,1128340000,943380000,890560000,1043690000,944990000,1087480000
"P36551","CPOX",490560000,419670000,436860000,432340000,465970000,397630000,519080000,514720000,471420000,497060000,470340000,400410000,409890000,342017000,355460000,335998000,246420000,336550000
"P36578","RPL4",18384500000,18945900000,19476200000,22078600000,20830300000,21207500000,17456500000,17032600000,17398800000,17221200000,16942800000,16871800000,16506200000,18365800000,18246300000,15778500000,15929500000,1.5483e+10
"P36639","NUDT1",636060000,685290000,706180000,543600000,491660000,552610000,442490000,470350000,423220000,367410000,344540000,305242000,237903000,270840000,185373000,221767000,226561000,233163000
"P36776","LONP1",1877260000,1817760000,1724690000,1937830000,2158060000,1913650000,2482010000,2416470000,2459960000,2649900000,2706400000,2439310000,2905290000,2580260000,2645690000,3106400000,2905240000,3063040000
"P36871","PGM1",4184500000,4103300000,3750900000,5.027e+09,5788200000,4518800000,5813700000,6014300000,5393400000,6047300000,5860500000,4730200000,6459100000,5465600000,5470200000,6044700000,5743200000,6431600000
"P36873","PPP1CC",503100000,488900000,495220000,435650000,435650000,365790000,302783000,341546000,365200000,377740000,356270000,337930000,290626000,274117000,275093000,163905000,247047000,255104000
"P36915","GNL1",473750000,492470000,437320000,421320000,495290000,525490000,522040000,496680000,479450000,569480000,534920000,595300000,505540000,509620000,487660000,502970000,472110000,465890000
"P36954","POLR2I",148836000,159009000,182317000,196649000,143742000,262558000,195195000,168029000,217415000,166411000,157073000,294427000,122660000,233550000,243089000,188878000,178838000,96405000
"P36957","DLST",2348970000,2485410000,2411140000,2137530000,2295340000,2118010000,2810610000,2908400000,2460870000,2910270000,3056310000,2461230000,2639650000,2248020000,2242500000,2282810000,2221600000,2479020000
"P36959","GMPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64501000,57547000,105020000,242841000,141532000,NA,NA,163984000
"P36969","GPX4",174042000,181703000,133907000,167097000,43135000,128544000,179658000,170476000,194609000,126538000,200835000,112809000,97456000,98675000,NA,45104000,91211000,87555000
"P37108","SRP14",2299850000,2431440000,2657310000,2935130000,2971490000,2662930000,3528100000,3163500000,3621800000,3128460000,3088300000,2904640000,2639900000,2405610000,2527400000,2343650000,2101770000,2254040000
"P37173","TGFBR2",163912000,127887000,131697000,139954000,136761000,136723000,23446000,31576000,NA,24189000,NA,NA,NA,NA,NA,NA,NA,NA
"P37198","NUP62",644310000,596110000,614960000,534400000,653290000,598260000,678080000,686610000,660530000,553420000,596780000,615630000,513780000,515860000,438760000,452380000,519180000,4.48e+08
"P37235;P84074;P61601","HPCAL1;HPCA",2089990000,2172060000,2427650000,2024520000,2105090000,2231840000,1632140000,1802180000,1820020000,1533700000,1509900000,1721530000,1315030000,1313960000,1421410000,1155490000,1265400000,971270000
"P37268","FDFT1",96917000,88211000,103543000,34697000,NA,NA,NA,NA,40980000,NA,NA,NA,166074000,101030000,166753000,131863000,169572000,190326000
"P37275","ZEB1",138547000,126815000,117120000,110523000,131852000,132012000,182955000,198626000,155905000,168970000,189805000,129798000,174248000,147980000,135260000,169529000,139396000,186493000
"P37802;Q9UI15","TAGLN2",8795200000,10371900000,9736300000,10363400000,10291500000,10040100000,10195900000,10717300000,10070800000,8017800000,8434200000,7349700000,5553400000,6142900000,5770100000,5556800000,5936700000,5891900000
"P37837","TALDO1",6473900000,6135300000,6208200000,5563800000,5576200000,5242600000,6.069e+09,6129400000,6193400000,5942300000,5719500000,5755900000,5605200000,5556300000,5232600000,5781900000,6043300000,5730200000
"P38117","ETFB",1828350000,1725220000,1611270000,1530260000,1760490000,1570800000,2291580000,2128670000,2107290000,2262420000,2330370000,2132820000,2279510000,1882890000,1867060000,1871170000,1802410000,2058050000
"P38159;O75526","RBMX",1844960000,1936650000,2008420000,1649590000,1.869e+09,1622400000,2272990000,2446640000,2344800000,2141780000,2106920000,2214170000,2092530000,1631910000,1798760000,1892190000,1521270000,1775110000
"P38432","COIL",149658000,162678000,171724000,166913000,86787000,135190000,173206000,157756000,181265000,47246000,101163000,101075000,NA,87127000,92598000,87196000,60503000,41392000
"P38435","GGCX",261221000,271301000,282255000,306740000,291086000,271579000,244085000,230195000,241033000,248927000,239701000,189197000,214881000,200209000,249657000,92228000,162776000,114528000
"P38571","LIPA",138683000,179674000,154943000,140338000,123011000,130003000,149576000,150457000,173440000,69260000,61617000,91560000,NA,14222000,41659000,NA,20340000,NA
"P38606","ATP6V1A",3149820000,3255400000,2915840000,2968840000,3200800000,2778920000,2997800000,3035470000,3048510000,3014640000,2980330000,3020400000,2902680000,2817080000,2967230000,2784680000,2902680000,2786160000
"P38646","HSPA9",11573200000,10891600000,10919900000,1.0435e+10,10963800000,10377400000,12365700000,11534500000,11377900000,13559900000,13523200000,13153800000,15249400000,14956600000,14402200000,15405800000,14557800000,15580400000
"P38919","EIF4A3",2549770000,2604600000,2449730000,2612750000,2582240000,2370960000,2935880000,2835010000,3143660000,3181200000,3063340000,2688350000,2561890000,2813050000,2686620000,2281420000,2217790000,2338750000
"P38936","CDKN1A",200365000,336230000,337900000,186141000,97342000,175019000,82929000,282933000,227302000,229360000,304701000,NA,95657000,NA,NA,NA,NA,NA
"P39019","RPS19",6859200000,5833100000,6614500000,7167900000,7032800000,7490900000,5595100000,5.213e+09,5546400000,5347100000,5670700000,6133300000,5553900000,5668300000,5688100000,5811200000,5231600000,5698800000
"P39023;Q92901","RPL3",15349900000,13993300000,1.4515e+10,15772100000,14906100000,14249800000,13122900000,11886100000,12907100000,13290700000,13220200000,12258400000,13611900000,12779600000,11653900000,12911400000,12002900000,12925600000
"P39060","COL18A1",152204000,139418000,160350000,240596000,217723000,235147000,210656000,247739000,251360000,1371230000,1007050000,1034730000,1349190000,988620000,1.288e+09,690780000,524470000,683230000
"P39656","DDOST",5433300000,5489500000,5299800000,5867500000,5431400000,5691600000,5362900000,5292500000,5608500000,5593900000,5664400000,5650600000,5899400000,5490800000,6437500000,5942800000,6246500000,6099300000
"P39687;O95626;O43423","ANP32A",1331380000,1705960000,1995430000,1554330000,1501390000,1574880000,2136200000,2304410000,1923220000,1787860000,1927250000,1837370000,1610210000,1448720000,1445200000,1622990000,1437940000,1532700000
"P39748","FEN1",2401770000,2694890000,2600900000,2440570000,2449010000,2185270000,2407860000,2607310000,2470410000,1948040000,1763040000,1816290000,1301500000,1208500000,1239280000,846200000,879170000,844590000
"P39880","CUX1",652700000,269260000,430260000,404920000,397981000,431130000,434300000,431950000,481650000,242410000,281870000,455410000,481190000,474430000,452710000,347310000,521410000,410070000
"P40123","CAP2",2340860000,2098790000,2.175e+09,2688380000,3192910000,2411160000,3889500000,4061200000,3826400000,6450200000,5883100000,4910800000,7694300000,6043900000,6047400000,7301300000,6832700000,7690400000
"P40222","TXLNA",1958700000,1757670000,1858200000,1387690000,1607430000,1478030000,928960000,945680000,881420000,893520000,842860000,834510000,798430000,702650000,635840000,554280000,563360000,653250000
"P40227","CCT6A",1.5505e+10,15927300000,15181600000,1.5675e+10,15250700000,14185700000,13189500000,12910200000,13162700000,13462700000,13567700000,11875900000,13817300000,13721900000,13276200000,14304200000,13419900000,14182300000
"P40261","NNMT",9138100000,8801300000,8767800000,11705100000,10498100000,12618800000,11468700000,10572100000,12086700000,9204300000,9577300000,9707300000,8406600000,9294100000,9300500000,9779400000,11128800000,9731400000
"P40306","PSMB10",NA,NA,8647800,15490000,NA,22801700,NA,NA,NA,37375000,NA,12634000,NA,32665000,14012000,NA,NA,NA
"P40429;Q6NVV1","RPL13A",4070400000,3206300000,3675800000,4.08e+09,4537900000,3975800000,3033020000,3214900000,3038880000,3457200000,3105760000,2864750000,3738100000,3633200000,3573400000,2913640000,3012010000,3220300000
"P40616","ARL1",637280000,640710000,598930000,808250000,752570000,734770000,567790000,536470000,631650000,569400000,568040000,540950000,605710000,563870000,678870000,716230000,783230000,589180000
"P40763","STAT3",928140000,981610000,875060000,980880000,1155490000,854410000,1195630000,1239950000,1279650000,1621670000,1635390000,1375130000,1916690000,1769230000,1719050000,1925410000,1763670000,1945060000
"P40855","PEX19",476750000,472430000,552980000,629440000,558720000,558830000,551560000,455930000,457170000,490640000,483290000,394970000,399580000,368930000,333850000,430790000,335860000,402280000
"P40925","MDH1",5329400000,5361500000,5.476e+09,5593700000,5690700000,6131100000,6137300000,6460700000,6306500000,6471800000,5949900000,6444400000,6393300000,6390200000,6908900000,6.392e+09,6794100000,6541600000
"P40926","MDH2",11610100000,1.197e+10,11843600000,11609100000,11540800000,10904200000,1.6693e+10,15979200000,1.5482e+10,18343400000,19312100000,16677100000,18839200000,17669400000,17534700000,19592800000,17896600000,19559900000
"P40937","RFC5",176724000,214791000,188404000,197395000,178890000,198301000,133421000,74514000,139169000,98958000,119979000,106357000,16325000,21226000,47173000,NA,16903000,23605000
"P40938","RFC3",235787000,198848000,211649000,100055000,204283000,175105000,171600000,151720000,164200000,75773000,139992000,82849000,118710000,30911000,50345000,NA,103044000,78500000
"P40939","HADHA",6708300000,6268700000,6126900000,7049900000,7.237e+09,6740600000,8335600000,8003200000,8764400000,9379800000,9463100000,9605900000,9873100000,9340300000,9873100000,10553700000,10277400000,10195800000
"P41091;Q2VIR3","EIF2S3;EIF2S3L",7122500000,7259800000,7032700000,7790300000,7759700000,7060600000,6599400000,6477700000,6967600000,7017400000,7226800000,6292300000,6890800000,6947100000,6967200000,6933100000,6.784e+09,6998200000
"P41214","EIF2D",209247000,180173000,168661000,180114000,189841000,172328000,159807000,91293000,139033000,77264000,183294000,218323000,139510000,84086000,82437000,79737000,129303000,NA
"P41223","BUD31",63670000,82598000,124598000,127805000,100275000,124651000,103532000,96422000,115432000,93041000,124582000,117006000,78644000,49727000,109403000,92774000,95902000,95004000
"P41226","UBA7",156535000,151434000,85293000,164314000,179500000,143162000,160332000,155521000,91758000,177598000,96100000,149927000,139645000,81844000,68089000,50875000,44703000,NA
"P41227;Q9BSU3","NAA10",947930000,841410000,858590000,755500000,820240000,890520000,640940000,585260000,616730000,604390000,640350000,619450000,675290000,689490000,638820000,6.47e+08,563730000,622440000
"P41236;Q6NXS1","PPP1R2;PPP1R2P3",325970000,303202000,288211000,229498000,396336000,267704000,377347000,225117000,213303000,240168000,377142000,270355000,234581000,254176000,129453000,333871000,264938000,353307000
"P41240","CSK",530670000,393540000,433350000,539490000,471820000,482610000,494850000,495860000,523100000,426320000,487590000,466080000,527330000,451360000,463190000,393860000,399820000,404880000
"P41250","GARS",6987100000,7531300000,6900100000,6825400000,7156500000,6520400000,5931600000,6051700000,6121300000,6306900000,6235500000,5891800000,7215300000,6311600000,6667400000,8447800000,8568600000,8476100000
"P41252","IARS",6261100000,6157700000,6268900000,6.499e+09,6910600000,6422300000,6347300000,6193400000,6289900000,6848900000,6492500000,6226600000,8021800000,7692100000,7687500000,8613800000,8524900000,8900200000
"P41567","EIF1",1982140000,2195890000,2252200000,1921180000,2170910000,1952720000,1332410000,1313220000,1257110000,1537490000,1475980000,1640430000,1730260000,1731820000,1850900000,1974100000,1787020000,1710620000
"P41743","PRKCI",114823000,143602000,104179000,143816000,92330000,154036000,119018000,124364000,121444000,69055000,102455000,43781000,89944000,75647000,63793000,96790000,86119000,114100000
"P42025","ACTR1B",627360000,546440000,563130000,694760000,618450000,532580000,580940000,587990000,641620000,685940000,578130000,551280000,542620000,511430000,619470000,644860000,603090000,601850000
"P42126","ECI1",429076000,558610000,517260000,369821000,101030000,481340000,528990000,534450000,544760000,409740000,570230000,542260000,396503000,592400000,571580000,513010000,628680000,658130000
"P42166","TMPO",3461500000,3422400000,3541500000,3105100000,3202700000,3.275e+09,3.314e+09,3295100000,3214400000,2462420000,2607110000,2611980000,1939640000,2012500000,1997010000,1814190000,1585410000,1699210000
"P42167","TMPO",2032520000,2188240000,2151620000,1544880000,2292100000,1398250000,2469370000,2652710000,2294830000,2475690000,2208140000,1659270000,2078070000,1321180000,1315660000,1500490000,1034410000,1581750000
"P42224","STAT1",3933200000,3736300000,3698200000,4105700000,4239800000,3773200000,3596600000,3569400000,3429100000,3732900000,3626200000,3291400000,3720100000,3449400000,3473400000,4101700000,4142200000,4.061e+09
"P42226","STAT6",223990000,295241000,292507000,300974000,338652000,272333000,272829000,264254000,244871000,265338000,240987000,85694000,209895000,192196000,193501000,211464000,210718000,196890000
"P42229;P51692","STAT5A;STAT5B",NA,NA,NA,NA,NA,103882000,NA,NA,83257000,NA,NA,145371000,NA,108675000,158893000,NA,108042000,NA
"P42285","SKIV2L2",1667380000,1571920000,1597610000,1399990000,1508660000,1438500000,1187870000,1308700000,1161520000,1315710000,1395730000,1380590000,1141040000,1163690000,1114400000,924900000,848510000,927030000
"P42330;P17516","AKR1C3",NA,124304000,50233000,148985000,237350000,NA,921340000,899490000,805540000,1043400000,1119820000,792440000,837010000,547350000,501220000,611820000,431640000,683420000
"P42345","MTOR",163858000,184497000,172736000,173874000,163450000,196879000,212773000,172408000,200981000,197682000,190833000,218242000,253150000,243720000,250077000,239125000,248667000,278394000
"P42356;A4QPH2;Q8N8J0","PI4KA",NA,NA,13111000,NA,28030000,NA,10629000,NA,24274000,NA,NA,39508000,NA,NA,24803000,NA,NA,14472000
"P42566","EPS15",562670000,540560000,538700000,474320000,505990000,475590000,451150000,472070000,392420000,370160000,358290000,395830000,375880000,331320000,366440000,390620000,373930000,342290000
"P42574","CASP3",818860000,840310000,895780000,892570000,899520000,895970000,808490000,855080000,864870000,971630000,922180000,863760000,1148630000,1113920000,1113380000,1154120000,1239180000,1244100000
"P42677","RPS27",1803810000,1579910000,1636240000,1487540000,1724660000,1546460000,1199730000,1080270000,1120490000,1347940000,1237120000,1158420000,1599290000,1405660000,1402780000,1214290000,1097220000,1256030000
"P42704","LRPPRC",8379100000,8.732e+09,8294100000,8069800000,7984900000,7801400000,8389100000,8345100000,8148300000,8571500000,8425800000,8013400000,8383300000,8182800000,8190500000,8.61e+09,8.21e+09,8890600000
"P42765","ACAA2",2013810000,2184270000,2143650000,2020560000,1930150000,1766470000,2850620000,2927980000,2917350000,3157900000,3008040000,2685930000,2965400000,2706150000,2478180000,2636920000,2813360000,2852440000
"P42766","RPL35",1486360000,1401980000,1442530000,1846100000,1670500000,1370070000,1621450000,1396290000,1188800000,1561510000,1680870000,1097560000,1618360000,1255500000,1139810000,1291580000,1190090000,1310610000
"P42771","CDKN2A",5227800000,4907600000,5348800000,5212400000,6305400000,6.092e+09,5092300000,5254500000,4676600000,4614500000,4053200000,3730200000,3734500000,3319700000,3626700000,3360600000,3011250000,2875330000
